candidate_id,tile_id,mask_index,score,source_tags,bbox_xyxy,local_bbox_xyxy,area,aspect,fill,circularity,expected_instances,instance_count,old_cluster_class,old_cluster_reason,mask_file
10,r1_c1,188,6.143137720422167,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[232,194,248,203]","[19,23,35,32]",87.0,1.7777777777777777,0.6041666666666666,0.43730969737969916,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c1_mask_0188.png
11,r1_c3,214,6.125514964490161,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[734,269,743,283]","[94,98,103,112]",85.0,1.5555555555555556,0.6746031746031746,0.5047927704255811,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0214.png
12,r2_c1,362,6.125514964490161,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[259,475,268,489]","[46,133,55,147]",85.0,1.5555555555555556,0.6746031746031746,0.5047927704255811,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0362.png
13,r3_c1,304,6.120366889715712,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[392,631,406,640]","[179,118,193,127]",87.0,1.5555555555555556,0.6904761904761905,0.4745113903859583,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c1_mask_0304.png
14,r2_c1,331,6.1185133152848525,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[378,473,387,488]","[165,131,174,146]",85.0,1.6666666666666667,0.6296296296296297,0.3663036701716494,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0331.png
15,r3_c1,271,6.117442237533623,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[343,602,352,616]","[130,89,139,103]",90.0,1.5555555555555556,0.7142857142857143,0.5344864628035565,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c1_mask_0271.png
16,r4_c1,189,6.1153026417943215,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[295,795,309,805]","[82,111,96,121]",87.0,1.4,0.6214285714285714,0.4745113903859583,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c1_mask_0189.png
17,r3_c3,163,6.109351732103692,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[777,626,791,635]","[137,113,151,122]",84.0,1.5555555555555556,0.6666666666666666,0.49885403194998607,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c3_mask_0163.png
18,r5_c5,119,6.10463439916312,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1200,922,1209,936]","[133,67,142,81]",86.0,1.5555555555555556,0.6825396825396826,0.469057236473476,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c5_mask_0119.png
19,r1_c5,299,6.102651114781196,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1215,173,1224,187]","[148,2,157,16]",88.0,1.5555555555555556,0.6984126984126984,0.4423362456254428,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0299.png
20,r0_c5,330,6.098720653707877,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1222,38,1236,48]","[155,38,169,48]",88.0,1.4,0.6285714285714286,0.4423362456254428,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c5_mask_0330.png
21,r3_c2,295,6.098720653707877,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[586,544,596,558]","[159,31,169,45]",88.0,1.4,0.6285714285714286,0.4423362456254428,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c2_mask_0295.png
22,r2_c4,69,6.097091691461451,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[962,344,972,359]","[109,2,119,17]",92.0,1.5,0.6133333333333333,0.46244243860841755,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c4_mask_0069.png
23,r1_c3,56,6.094446188815948,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[788,221,797,237]","[148,50,157,66]",92.0,1.7777777777777777,0.6388888888888888,0.46244243860841755,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0056.png
24,r5_c0,114,6.093188499717222,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[0,946,9,960]","[0,91,9,105]",83.0,1.5555555555555556,0.6587301587301587,0.492915293474391,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c0_mask_0114.png
25,r1_c2,38,6.089161025475648,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[510,216,524,225]","[83,45,97,54]",91.0,1.5555555555555556,0.7222222222222222,0.5404252012791515,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0038.png
26,r0_c3,296,6.0887752299349405,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[654,83,668,91]","[14,83,28,91]",88.0,1.75,0.7857142857142857,0.5711986642890532,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0296.png
27,r1_c0,202,6.087298718154592,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[101,182,110,196]","[101,11,110,25]",87.0,1.5555555555555556,0.6904761904761905,0.43730969737969916,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0202.png
28,r2_c3,277,6.082234470233202,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[734,491,744,505]","[94,149,104,163]",87.0,1.4,0.6214285714285714,0.43730969737969916,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c3_mask_0277.png
29,r2_c0,175,6.07798453440628,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[19,406,35,416]","[19,64,35,74]",92.0,1.6,0.575,0.42755402977849255,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c0_mask_0175.png
30,r2_c1,296,6.077012585107426,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[221,460,235,470]","[8,118,22,128]",90.0,1.4,0.6428571428571429,0.4908738521234052,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0296.png
31,r4_c4,46,6.077012585107426,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[987,784,1001,794]","[134,100,148,110]",90.0,1.4,0.6428571428571429,0.4908738521234052,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c4_mask_0046.png
32,r3_c2,381,6.073559066963353,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[550,577,559,591]","[123,64,132,78]",89.0,1.5555555555555556,0.7063492063492064,0.44736279387118655,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c2_mask_0381.png
33,r4_c0,166,6.073559066963353,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[27,711,41,720]","[27,27,41,36]",89.0,1.5555555555555556,0.7063492063492064,0.44736279387118655,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c0_mask_0166.png
34,r3_c2,403,6.072987540123868,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[473,585,482,599]","[46,72,55,86]",88.0,1.5555555555555556,0.6984126984126984,0.40896472413594936,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c2_mask_0403.png
35,r3_c5,57,6.066372764675332,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1156,601,1165,614]","[89,88,98,101]",88.0,1.4444444444444444,0.7521367521367521,0.5711986642890532,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0057.png
36,r3_c5,113,6.0587740552551175,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1209,523,1218,538]","[142,10,151,25]",95.0,1.6666666666666667,0.7037037037037037,0.5181446216858165,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0113.png
37,r0_c2,250,6.057436927505345,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[446,110,455,124]","[19,110,28,124]",83.0,1.5555555555555556,0.6587301587301587,0.45269477473602926,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0250.png
38,r3_c0,321,6.051001322205206,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[104,517,113,532]","[104,4,113,19]",94.0,1.6666666666666667,0.6962962962962963,0.47249553509990494,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c0_mask_0321.png
39,r3_c5,260,6.0504964524536895,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1247,624,1257,640]","[180,111,190,127]",95.0,1.6,0.59375,0.4414960090103999,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0260.png
40,r1_c2,256,6.049434418063646,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[534,236,548,246]","[107,65,121,75]",91.0,1.4,0.65,0.49632800603588745,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0256.png
41,r1_c3,34,6.049434418063646,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[734,191,748,201]","[94,20,108,30]",91.0,1.4,0.65,0.49632800603588745,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0034.png
42,r1_c0,245,6.049421756146282,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[56,178,66,192]","[56,7,66,21]",86.0,1.4,0.6142857142857143,0.43228314913395555,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0245.png
43,r3_c4,243,6.049421756146282,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[969,543,983,553]","[116,30,130,40]",86.0,1.4,0.6142857142857143,0.43228314913395555,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c4_mask_0243.png
44,r2_c0,279,6.045584404657886,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[53,393,67,401]","[53,51,67,59]",88.0,1.75,0.7857142857142857,0.5226089858523663,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c0_mask_0279.png
45,r2_c0,347,6.045584404657886,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[122,495,136,503]","[122,153,136,161]",88.0,1.75,0.7857142857142857,0.5226089858523663,2.0,3.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c0_mask_0347.png
46,r3_c4,147,6.045584404657886,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1053,595,1067,603]","[200,82,214,90]",88.0,1.75,0.7857142857142857,0.5226089858523663,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c4_mask_0147.png
47,r0_c4,88,6.0448353931154415,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[909,126,923,136]","[56,126,70,136]",85.0,1.4,0.6071428571428571,0.4636030825609938,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0088.png
48,r0_c5,365,6.0448353931154415,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1196,124,1206,138]","[129,124,139,138]",85.0,1.4,0.6071428571428571,0.4636030825609938,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c5_mask_0365.png
49,r5_c2,158,6.0448353931154415,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[548,915,562,925]","[121,60,135,70]",85.0,1.4,0.6071428571428571,0.4636030825609938,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c2_mask_0158.png
50,r5_c2,83,6.044467019145511,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[451,903,460,917]","[24,48,33,62]",90.0,1.5555555555555556,0.7142857142857143,0.4523893421169302,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c2_mask_0083.png
51,r3_c4,14,6.042804131768337,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[963,649,973,663]","[110,136,120,150]",90.0,1.4,0.6428571428571429,0.4523893421169302,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c4_mask_0014.png
52,r3_c3,326,6.041704436952752,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[719,621,728,635]","[79,108,88,122]",82.0,1.5555555555555556,0.6507936507936508,0.4472406208235469,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c3_mask_0326.png
